사고지역관리번호,사고년도,사고유형구분,위치코드,시도시군구명,사고지역위치명,발생건수,사상자수,사망자수,중상자수,경상자수,부상자수,위도,경도,,
2013097,2012,보행어린이,41131003,경기도 성남시 수정구3,경기도 성남시 수정구 양지동(단대동우체국 부근),4,4,0,1,3,0,37.45422231,127.1604543,,
2013097,2012,보행어린이,41131004,경기도 성남시 수정구4,경기도 성남시 수정구 태평동(태평고가사거리 부근),4,5,0,1,4,0,37.44450754,127.12817,,
2013097,2012,보행어린이,41133001,경기도 성남시 중원구1,경기도 성남시 중원구 상대원동(우리집부동산 부근),3,3,0,1,2,0,37.43878398,127.1657126,,
2013097,2012,보행어린이,41171001,경기도 안양시 만안구1,경기도 안양시 만안구 박달동(박달사거리 부근),3,3,0,1,2,0,37.40145293,126.9111733,,
2013097,2012,보행어린이,41171002,경기도 안양시 만안구2,경기도 안양시 만안구 안양동(한남아파트 부근),3,3,0,2,1,0,37.39119545,126.9258444,,
2013097,2012,보행어린이,41210001,경기도 광명시1,경기도 광명시 소하동(소하사거리 부근),3,3,0,0,3,0,37.43649231,126.8799807,,
2013097,2012,보행어린이,41220001,경기도 평택시1,경기도 평택시 이충동(이충초등학교공사중 부근),3,3,0,1,1,1,37.06353361,127.0671552,,
2013097,2012,보행어린이,41220002,경기도 평택시2,경기도 평택시 장당동(이충지하차도 부근),4,4,0,1,3,0,37.05129208,127.0573038,,
2013097,2012,보행어린이,41220003,경기도 평택시3,경기도 평택시 서정동(지정초교사거리 부근),4,4,0,1,3,0,37.06696727,127.0572177,,
2013097,2012,보행어린이,41220004,경기도 평택시4,경기도 평택시 지산동(지산사거리 부근),7,7,0,1,6,0,37.0792389,127.0633422,,
2013097,2012,보행어린이,41250001,경기도 동두천시1,경기도 동두천시 송내동(동부화재사거리 부근),3,4,0,0,2,2,37.90351715,127.0531679,,
2013097,2012,보행어린이,41271001,경기도 안산시 상록구1,경기도 안산시 상록구 일동(정원하이츠 부근),3,3,0,1,2,0,37.31072282,126.8672357,,
2013097,2012,보행어린이,41271002,경기도 안산시 상록구2,경기도 안산시 상록구 사동(사동1299-8A 부근),3,3,0,1,2,0,37.2975915,126.8500498,,
2013097,2012,보행어린이,41271003,경기도 안산시 상록구3,경기도 안산시 상록구 수암동(선경드림타운 부근),3,7,1,2,4,0,37.36334361,126.8767249,,
2013097,2012,보행어린이,41271004,경기도 안산시 상록구4,경기도 안산시 상록구 본오동(본오중B 부근),5,5,0,3,2,0,37.29241786,126.8668164,,
2013097,2012,보행어린이,41273001,경기도 안산시 단원구1,경기도 안산시 단원구 고잔동(포도나무미술학원 부근),3,3,0,2,1,0,37.33099563,126.8294658,,
2013097,2012,보행어린이,41273002,경기도 안산시 단원구2,경기도 안산시 단원구 초지동(옛날막창구이 부근),4,4,0,1,3,0,37.30762874,126.8160225,,
2013097,2012,보행어린이,41273003,경기도 안산시 단원구3,경기도 안산시 단원구 선부동(기사촌사거리 부근),4,4,0,1,3,0,37.34199659,126.8077131,,
2013097,2012,보행어린이,41273004,경기도 안산시 단원구4,경기도 안산시 단원구 선부동(젬마파크빌 부근),6,6,0,3,2,1,37.34563659,126.8160044,,
2013097,2012,보행어린이,41360001,경기도 남양주시1,경기도 남양주시 화도읍((화도농협승리지점앞) 부근),3,3,0,1,2,0,37.65734397,127.3036918,,
2013097,2012,보행어린이,41360002,경기도 남양주시2,경기도 남양주시 호평동((대주파크빌앞) 부근),3,4,0,1,3,0,37.66097707,127.2431336,,
2013097,2012,보행어린이,41360003,경기도 남양주시3,경기도 남양주시 와부읍(도곡보석불가마 부근),3,7,0,3,2,2,37.57915721,127.2199667,,
2013097,2012,보행어린이,41360004,경기도 남양주시4,경기도 남양주시 도농동((청수숯불갈비) 부근),4,5,0,0,5,0,37.60906492,127.1525363,,
2013097,2012,보행어린이,41360005,경기도 남양주시5,경기도 남양주시 진접읍(유성가든 부근),5,7,1,5,1,0,37.71632318,127.1809692,,
2013097,2012,보행어린이,41390001,경기도 시흥시1,경기도 시흥시 신천동(신천사거리 부근),3,3,0,0,3,0,37.43952657,126.7865915,,
2013097,2012,보행어린이,41390002,경기도 시흥시2,경기도 시흥시 신천동(동진아파트 부근),3,3,0,1,2,0,37.43632734,126.7898827,,
2013097,2012,보행어린이,41390003,경기도 시흥시3,경기도 시흥시 대야동(우성아파트 부근),4,4,0,0,2,2,37.4474106,126.7941108,,
2013097,2012,보행어린이,41390004,경기도 시흥시4,경기도 시흥시 월곶동(경민건설(주) 부근),4,4,0,2,2,0,37.38921643,126.7362652,,
2013097,2012,보행어린이,41390005,경기도 시흥시5,경기도 시흥시 거모동(알곡감리교회 부근),5,5,0,1,4,0,37.34607279,126.7829513,,
2013097,2012,보행어린이,41410001,경기도 군포시1,경기도 군포시 산본동(세종아파트 부근),3,3,0,1,2,0,37.3598386,126.9293175,,
2013097,2012,보행어린이,41450001,경기도 하남시1,경기도 하남시 덕풍동(동해횟집 부근),5,5,0,4,1,0,37.54115148,127.2002757,,
2013097,2012,보행어린이,41463001,경기도 용인시 기흥구1,경기도 용인시 기흥구 보정동(보정119안전센터 부근),3,4,0,1,3,0,37.31970091,127.1155858,,
2013097,2012,보행어린이,41463002,경기도 용인시 기흥구2,경기도 용인시 기흥구 영덕동(태평양수원공장 부근),3,3,0,2,1,0,37.27350157,127.0700991,,
2013097,2012,보행어린이,41463003,경기도 용인시 기흥구3,경기도 용인시 기흥구 고매동(서원아파트 부근),3,3,0,3,0,0,37.23167722,127.109452,,
2013097,2012,보행어린이,41590001,경기도 화성시1,경기도 화성시 능동((서해그랑블앞교차로) 부근),4,4,0,3,1,0,37.19886644,127.0720214,,
2013097,2012,보행어린이,41630001,경기도 양주시1,경기도 양주시 광사동(소반천A 부근),3,3,0,2,1,0,37.79700908,127.080122,,
2013097,2012,보행어린이,42130001,강원도 원주시1,강원도 원주시 단계동(삼익아파트 부근),3,4,0,1,3,0,37.35131548,127.9288357,,
2013097,2012,보행어린이,42130002,강원도 원주시2,강원도 원주시 단계동(합동청사 사거리 부근),3,4,0,2,2,0,37.34378755,127.93399,,
2013097,2012,보행어린이,42150001,강원도 강릉시1,강원도 강릉시 포남동((송정아파트앞교차로) 부근),3,4,0,1,3,0,37.77117297,128.9160586,,
2013097,2012,보행어린이,42170001,강원도 동해시1,강원도 동해시 쇄운동(청운문구완구랜드 부근),4,4,0,2,2,0,37.48548175,129.1047813,,
2013097,2012,보행어린이,42210001,강원도 속초시1,강원도 속초시 조양동(이기호가정의학과 부근),3,3,0,1,2,0,38.1901367,128.5973406,,
2013097,2012,보행어린이,43111001,충청북도 청주시 상당구1,충청북도 청주시 상당구 용암동((용성초등학교) 부근),3,3,0,2,1,0,36.62386518,127.5164885,,
2013097,2012,보행어린이,43111002,충청북도 청주시 상당구2,충청북도 청주시 상당구 탑동((굿모닝메디칼) 부근),4,6,0,3,3,0,36.63105628,127.5021858,,
2013097,2012,보행어린이,43113001,충청북도 청주시 흥덕구1,충청북도 청주시 흥덕구 개신동((구룡1로구룡로) 부근),4,4,0,1,2,1,36.62053973,127.4457038,,
2013097,2012,보행어린이,43113002,충청북도 청주시 흥덕구2,충청북도 청주시 흥덕구 가경동((감나무골로감나무골1로) 부근),4,4,0,1,3,0,36.61689308,127.4431131,,
